Название,Цена,Категория,Ссылка
"Видеокарта PCI-E 12Gb MSI RX 6700 XT Mech 2X, Radeon RX 6700XT",399 990 ₸,Видеокарты,https://shop.kz/offer/videokarta-pci-e-12gb-msi-rx-6700-xt-mech-2x-radeon-rx-6700xt/
"Видеокарта PCI-E 12Gb Gigabyte RX 6700 XT Eagle, Radeon RX 6700XT",399 990 ₸,Видеокарты,https://shop.kz/offer/videokarta-pci-e-12gb-gigabyte-rx-6700-xt-eagle-radeon-rx-6700xt/
"Видеокарта PCI-E 10Gb Gigabyte RTX 3080 Aorus Xtreme Waterforce, GeForce RTX3080",599 990 ₸,Видеокарты,https://shop.kz/offer/videokarta-pci-e-10gb-gigabyte-rtx-3080-aorus-xtreme-waterforce-geforce-rtx3080/
"Видеокарта PCI-E 12Gb Gigabyte RX 6700 XT Gaming OC, Radeon RX 6700XT",382 990 ₸,Видеокарты,https://shop.kz/offer/videokarta-pci-e-12gb-gigabyte-rx-6700-xt-gaming-oc-radeon-rx-6700xt/
"Видеокарта PCI-E 6Gb Palit GTX 1660 Super GP OC, GeForce GTX1660 Super (NE6166SS18J9-1160A-1)",189 900 ₸,Видеокарты,https://shop.kz/offer/videokarta-pci-e-6gb-palit-gtx-1660-super-gp-oc-geforce-gtx1660-super-ne6166ss18j9-1160a-1/
"Видеокарта PCI-E 16Gb ASUS RX 6900 XT ROG Strix LC Gaming OC, Radeon RX 6900XT",649 990 ₸,Видеокарты,https://shop.kz/offer/videokarta-pci-e-16gb-asus-rx-6900-xt-rog-strix-lc-gaming-oc-radeon-rx-6900xt/
"Видеокарта PCI-E 16Gb ASRock RX 6800 XT Phantom Gaming D OC, Radeon RX 6800XT",601 500 ₸,Видеокарты,https://shop.kz/offer/videokarta-pci-e-16gb-asrock-rx-6800-xt-phantom-gaming-d-oc-radeon-rx-6800xt/
"Видеокарта PCI-E 12Gb Palit RTX 3060 Dual OC, GeForce RTX3060",179 990 ₸,Видеокарты,https://shop.kz/offer/videokarta-pci-e-12gb-palit-rtx-3060-dual-oc-geforce-rtx3060/
"Видеокарта PCI-E 16Gb Gigabyte RX 6900 XT Gaming OC, Radeon RX 6900XT",499 990 ₸,Видеокарты,https://shop.kz/offer/videokarta-pci-e-16gb-gigabyte-rx-6900-xt-gaming-oc-radeon-rx-6900xt/
"Видеокарта PCI-E 16Gb Sapphire RX 6800 XT Nitro+ Special Edition OC, Radeon RX 6800XT",465 400 ₸,Видеокарты,https://shop.kz/offer/videokarta-pci-e-16gb-sapphire-rx-6800-xt-nitro-special-edition-oc-radeon-rx-6800xt/
"Видеокарта PCI-E 16384Mb ASRock RX 6800 XT Taichi X OC, Radeon RX 6800XT",892 900 ₸,Видеокарты,https://shop.kz/offer/videokarta-pci-e-16384mb-asrock-rx-6800-xt-taichi-x-oc-radeon-rx-6800xt/
"Видеокарта PCI-E 16384Mb Sapphire RX 6800 Pulse, Radeon RX 6800",385 300 ₸,Видеокарты,https://shop.kz/offer/videokarta-pci-e-16384mb-sapphire-rx-6800-pulse-radeon-rx-6800/
"Видеокарта PCI-E 6144Mb ASUS GTX 1660 Super TUF Gaming OC, GeForce GTX1660 Super",189 990 ₸,Видеокарты,https://shop.kz/offer/videokarta-pci-e-6144mb-asus-gtx-1660-super-tuf-gaming-oc-geforce-gtx1660-super/
"Видеокарта PCI-E 6144Mb Gigabyte GTX 1660 Super OC, GeForce GTX1660 Super",179 990 ₸,Видеокарты,https://shop.kz/offer/videokarta-pci-e-6144mb-gigabyte-gtx-1660-super-oc-geforce-gtx1660-super/
"Видеокарта PCI-E 6144Mb ASUS GTX 1660 Super Phoenix OC, GeForce GTX1660 Super",168 990 ₸,Видеокарты,https://shop.kz/offer/videokarta-pci-e-6144mb-asus-gtx-1660-super-phoenix-oc-geforce-gtx1660-super/
"Видеокарта PCI-E 6144Mb Palit GTX 1660Ti StormX, GeForce GTX1660Ti",159 990 ₸,Видеокарты,https://shop.kz/offer/videokarta-pci-e-6144mb-palit-gtx-1660ti-stormx-geforce-gtx1660ti/
"Видеокарта PCI-E 2048Mb Palit GT 1030, GeForce GT1030 (NEC103000646-1082F)",47 990 ₸,Видеокарты,https://shop.kz/offer/videokarta-pci-e-2048mb-palit-gt-1030-geforce-gt1030-nec103000646-1082f/
"Жесткий диск HDD 8 TB Western Digital (WD80EFPX), 3.5"", 256 MB, SATA III, Red Plus",129 990 ₸,Жесткие диски,https://shop.kz/offer/zhestkiy-disk-hdd-8-tb-western-digital-wd80efpx-3-5-256-mb-sata-iii-red-plus/
"Жесткий диск HDD 14 TB Western Digital (WD142PURP), 3.5"", 512MB, SATA III, Purple",207 090 ₸,Жесткие диски,https://shop.kz/offer/zhestkiy-disk-hdd-14-tb-western-digital-wd142purp-3-5-512mb-sata-iii-purple/
"Жесткий диск HDD 1 TB Seagate SkyHawk (ST1000VX012), 3.5"", 256MB, SATA III",33 490 ₸,Жесткие диски,https://shop.kz/offer/zhestkiy-disk-hdd-1-tb-seagate-skyhawk-st1000vx012-3-5-256mb-sata-iii/
"Жесткий диск HDD 2 TB Seagate SkyHawk (ST2000VX016), 3.5"", 256MB, SATA III",39 700 ₸,Жесткие диски,https://shop.kz/offer/zhestkiy-disk-hdd-2-tb-seagate-skyhawk-st2000vx016-3-5-256mb-sata-iii/
"Жесткий диск HDD 6 TB Seagate SkyHawk (ST6000VX008), 3.5"", 256 MB, SATA III",74 400 ₸,Жесткие диски,https://shop.kz/offer/zhestkiy-disk-hdd-6-tb-seagate-skyhawk-st6000vx008-3-5-256-mb-sata-iii/
"Жесткий диск HDD 1 TB Western Digital (WD10PURX), 3.5"", 64 MB, SATA III, Purple",29 990 ₸,Жесткие диски,https://shop.kz/offer/zhestkiy-disk-hdd-1-tb-western-digital-wd10purx-3-5-64-mb-sata-iii-purple/
"Жесткий диск HDD 8 TB Western Digital (WD85PURZ), 3.5"", 256 MB, SATA III, Purple",118 990 ₸,Жесткие диски,https://shop.kz/offer/zhestkiy-disk-hdd-8-tb-western-digital-wd85purz-3-5-256-mb-sata-iii-purple/
"Жесткий диск HDD 6 TB Western Digital (WD60EZAX), 3.5"", 256 MB, SATA III, Blue",79 990 ₸,Жесткие диски,https://shop.kz/offer/zhestkiy-disk-hdd-6-tb-western-digital-wd60ezax-3-5-256-mb-sata-iii-blue/
"Жесткий диск HDD 4 TB Western Digital (WD40EFPX), 3.5"", 256 MB, SATA III, Red Plus",72 590 ₸,Жесткие диски,https://shop.kz/offer/zhestkiy-disk-hdd-4-tb-western-digital-wd40efpx-3-5-256-mb-sata-iii-red-plus/
"Жесткий диск HDD 6 TB Western Digital Surveillance (WD64PURZ), 3.5"", 256 MB, SATA III, Purple",86 990 ₸,Жесткие диски,https://shop.kz/offer/zhestkiy-disk-hdd-6-tb-western-digital-surveillance-wd64purz-3-5-256-mb-sata-iii-purple/
"Жесткий диск HDD 4 TB Western Digital Surveillance (WD43PURZ), 3.5"", 256 MB, SATA III, Purple",58 990 ₸,Жесткие диски,https://shop.kz/offer/zhestkiy-disk-hdd-4-tb-western-digital-surveillance-wd43purz-3-5-256-mb-sata-iii-purple/
"Жесткий диск HDD 2 TB Western Digital Surveillance (WD23PURZ), 3.5"", 64 MB, SATA III, Purple",41 990 ₸,Жесткие диски,https://shop.kz/offer/zhestkiy-disk-hdd-2-tb-western-digital-surveillance-wd23purz-3-5-64-mb-sata-iii-purple/
"Жесткий диск HDD 6 TB Seagate SkyHawk (ST6000VX009), 3.5"", 256 MB, SATA III",84 190 ₸,Жесткие диски,https://shop.kz/offer/zhestkiy-disk-hdd-6-tb-seagate-skyhawk-st6000vx009-3-5-256-mb-sata-iii/
"Жесткий диск HDD 2 TB Seagate SkyHawk (ST2000VX017), 3.5"", 256 MB, SATA III",43 990 ₸,Жесткие диски,https://shop.kz/offer/zhestkiy-disk-hdd-2-tb-seagate-skyhawk-st2000vx017-3-5-256-mb-sata-iii/
"Жесткий диск HDD 8 TB Seagate SkyHawk (ST8000VX009), 3.5"", 256 MB, SATA III",108 200 ₸,Жесткие диски,https://shop.kz/offer/zhestkiy-disk-hdd-8-tb-seagate-skyhawk-st8000vx009-3-5-256-mb-sata-iii/
"Жесткий диск HDD 10 TB Seagate SkyHawk Al Surveillance (ST10000VE000), 3.5"", 256 MB, SATA III",154 990 ₸,Жесткие диски,https://shop.kz/offer/zhestkiy-disk-hdd-10-tb-seagate-skyhawk-al-surveillance-st10000ve000-3-5-256-mb-sata-iii/
"Жесткий диск HDD 8 TB Seagate Enterprise Exos 7E10 (ST8000NM017B), 3.5"", 256 MB, SATA III",121 990 ₸,Жесткие диски,https://shop.kz/offer/zhestkiy-disk-hdd-8-tb-seagate-enterprise-exos-7e10-st8000nm017b-3-5-256-mb-sata-iii/
"Жесткий диск HDD 8 TB Seagate SkyHawk (ST8000VX010), 3.5"", 256 MB, SATA III",119 990 ₸,Жесткие диски,https://shop.kz/offer/zhestkiy-disk-hdd-8-tb-seagate-skyhawk-st8000vx010-3-5-256-mb-sata-iii/
"Жесткий диск HDD 12 TB Western Digital Surveillance (WD121PURX-78), 3.5"", 256 MB, SATA III, Purple",172 990 ₸,Жесткие диски,https://shop.kz/offer/zhestkiy-disk-hdd-12-tb-western-digital-surveillance-wd121purx-78-3-5-256-mb-sata-iii-purple/
"Жесткий диск HDD 4000 GB Seagate SkyHawk (ST4000VX015), 3.5"", 256 Mb, SATA III",53 990 ₸,Жесткие диски,https://shop.kz/offer/zhestkiy-disk-hdd-4000-gb-seagate-skyhawk-st4000vx015-3-5-256-mb-sata-iii/
"Жесткий диск HDD 8 TB Western Digital (WD84PURU), 3.5"", 128 MB, SATA III, Purple",119 990 ₸,Жесткие диски,https://shop.kz/offer/zhestkiy-disk-hdd-8-tb-western-digital-wd84puru-3-5-128-mb-sata-iii-purple/
"Жесткий диск HDD 6 TB Western Digital (WD63PURU), 3.5"", 256 MB, SATA III, Purple",85 990 ₸,Жесткие диски,https://shop.kz/offer/zhestkiy-disk-hdd-6-tb-western-digital-wd63puru-3-5-256-mb-sata-iii-purple/
"Жесткий диск HDD 1 TB Seagate SkyHawk (ST1000VX013), 3.5"", 256 MB, SATA III",31 990 ₸,Жесткие диски,https://shop.kz/offer/zhestkiy-disk-hdd-1-tb-seagate-skyhawk-st1000vx013-3-5-256-mb-sata-iii/
"Жесткий диск HDD 16 TB Seagate Exos X18 (ST16000NM000J), 3.5"", 256 MB, SATA III",199 990 ₸,Жесткие диски,https://shop.kz/offer/zhestkiy-disk-hdd-16-tb-seagate-exos-x18-st16000nm000j-3-5-256-mb-sata-iii/
"Жесткий диск HDD 4 TB Seagate SkyHawk (ST4000VX016), 3.5"", 256 MB, SATA III",54 490 ₸,Жесткие диски,https://shop.kz/offer/zhestkiy-disk-hdd-4-tb-seagate-skyhawk-st4000vx016-3-5-256-mb-sata-iii/
"Жесткий диск HDD 14 TB Seagate Exos X18 (ST14000NM000J), 3.5"", 256 MB, SATA III",189 990 ₸,Жесткие диски,https://shop.kz/offer/zhestkiy-disk-hdd-14-tb-seagate-exos-x18-st14000nm000j-3-5-256-mb-sata-iii/
"Жесткий диск HDD 4 TB Western Digital (WD42PURU), 3.5"", 256 MB, SATA III, Purple",58 990 ₸,Жесткие диски,https://shop.kz/offer/zhestkiy-disk-hdd-4-tb-western-digital-wd42puru-3-5-256-mb-sata-iii-purple/
"Жесткий диск HDD 10 TB Seagate SkyHawk AI (ST10000VE001), 3.5"", 256MB, SATA III",156 990 ₸,Жесткие диски,https://shop.kz/offer/zhestkiy-disk-hdd-10-tb-seagate-skyhawk-ai-st10000ve001-3-5-256mb-sata-iii/
"SSD накопитель 2 TB Gigabyte 2500E, M.2, PCIe 3.0",69 490 ₸,SSD диски,https://shop.kz/offer/ssd-nakopitel-2-tb-gigabyte-2500e-m-2-pcie-3-0/
"SSD накопитель 2 TB Gigabyte, 2.5"", SATA III",71 590 ₸,SSD диски,https://shop.kz/offer/ssd-nakopitel-2-tb-gigabyte-2-5-sata-iii/
"SSD накопитель 1000 GB ADATA XPG Gammix S55, M.2, PCIe 4.0",55 990 ₸,SSD диски,https://shop.kz/offer/ssd-nakopitel-1000-gb-adata-xpg-gammix-s55-m-2-pcie-4-0/
"SSD накопитель 2000 GB ADATA Legend 710, M.2, PCIe 3.0",66 990 ₸,SSD диски,https://shop.kz/offer/ssd-nakopitel-2000-gb-adata-legend-710-m-2-pcie-3-0/
"SSD накопитель 256 GB ADATA Legend 710, M.2, PCIe 3.0",12 690 ₸,SSD диски,https://shop.kz/offer/ssd-nakopitel-256-gb-adata-legend-710-m-2-pcie-3-0/
"SSD накопитель 1000 GB ADATA Legend 850, M.2, PCIe 4.0",43 990 ₸,SSD диски,https://shop.kz/offer/ssd-nakopitel-1000-gb-adata-legend-850-m-2-pcie-4-0/
"SSD накопитель 1000 GB ADATA Legend 710, M.2, PCIe 3.0",33 990 ₸,SSD диски,https://shop.kz/offer/ssd-nakopitel-1000-gb-adata-legend-710-m-2-pcie-3-0/
"SSD накопитель 2 TB Team Group GX2, 2.5"", SATA III",62 500 ₸,SSD диски,https://shop.kz/offer/ssd-nakopitel-2-tb-team-group-gx2-2-5-sata-iii/
"SSD накопитель 256 GB GeiL P3L (P3LFD16I256G), M.2, PCIe 3.0",11 990 ₸,SSD диски,https://shop.kz/offer/ssd-nakopitel-256-gb-geil-p3l-p3lfd16i256g-m-2-pcie-3-0/
"SSD накопитель 1 TB Netac N930E PRO, M.2, PCIe 3.0",41 990 ₸,SSD диски,https://shop.kz/offer/ssd-nakopitel-1-tb-netac-n930e-pro-m-2-pcie-3-0/
"SSD накопитель 512 GB Netac N930E PRO, M.2, PCIe 3.0",20 490 ₸,SSD диски,https://shop.kz/offer/ssd-nakopitel-512-gb-netac-n930e-pro-m-2-pcie-3-0/
"SSD накопитель 256 GB Netac N930E PRO, M.2, PCIe 3.0",10 190 ₸,SSD диски,https://shop.kz/offer/ssd-nakopitel-256-gb-netac-n930e-pro-m-2-pcie-3-0/
"SSD накопитель 1 TB Netac NV3000, M.2, PCIe 3.0",42 990 ₸,SSD диски,https://shop.kz/offer/ssd-nakopitel-1-tb-netac-nv3000-m-2-pcie-3-0/
"SSD накопитель 500 GB Netac NV3000, M.2, PCIe 3.0",23 990 ₸,SSD диски,https://shop.kz/offer/ssd-nakopitel-500-gb-netac-nv3000-m-2-pcie-3-0/
"SSD накопитель 250 GB Netac NV3000, M.2, PCIe 3.0",13 490 ₸,SSD диски,https://shop.kz/offer/ssd-nakopitel-250-gb-netac-nv3000-m-2-pcie-3-0/
"SSD накопитель 512 GB Netac SA500, 2.5"", SATA III",20 990 ₸,SSD диски,https://shop.kz/offer/ssd-nakopitel-512-gb-netac-sa500-2-5-sata-iii/
"SSD накопитель 480 GB Netac SA500, 2.5"", SATA III",21 990 ₸,SSD диски,https://shop.kz/offer/ssd-nakopitel-480-gb-netac-sa500-2-5-sata-iii/
"SSD накопитель 256 GB Netac SA500, 2.5"", SATA III",11 590 ₸,SSD диски,https://shop.kz/offer/ssd-nakopitel-256-gb-netac-sa500-2-5-sata-iii/
"SSD накопитель 240 GB Netac SA500, 2.5"", SATA III",8 790 ₸,SSD диски,https://shop.kz/offer/ssd-nakopitel-240-gb-netac-sa500-2-5-sata-iii/
"SSD накопитель 512 GB Netac N600S, 2.5"", SATA III",16 490 ₸,SSD диски,https://shop.kz/offer/ssd-nakopitel-512-gb-netac-n600s-2-5-sata-iii/
"SSD накопитель 256 GB Netac N600S, 2.5"", SATA III",9 490 ₸,SSD диски,https://shop.kz/offer/ssd-nakopitel-256-gb-netac-n600s-2-5-sata-iii/
"SSD накопитель 512 GB Team Group MP33 PRO, M.2, PCIe 3.0",21 990 ₸,SSD диски,https://shop.kz/offer/ssd-nakopitel-512-gb-team-group-mp33-pro-m-2-pcie-3-0/
"SSD накопитель 960 GB Kingston DC2000B, M.2, PCIe 4.0",109 990 ₸,SSD диски,https://shop.kz/offer/ssd-nakopitel-960-gb-kingston-dc2000b-m-2-pcie-4-0/
"SSD накопитель 480 GB Kingston DC2000B, M.2, PCIe 4.0",73 390 ₸,SSD диски,https://shop.kz/offer/ssd-nakopitel-480-gb-kingston-dc2000b-m-2-pcie-4-0/
"SSD накопитель 1.92 TB Patriot P310, M.2, PCIe 3.0",64 990 ₸,SSD диски,https://shop.kz/offer/ssd-nakopitel-1-92-tb-patriot-p310-m-2-pcie-3-0/
"SSD накопитель 960 GB Patriot P310, M.2, PCIe 3.0",33 990 ₸,SSD диски,https://shop.kz/offer/ssd-nakopitel-960-gb-patriot-p310-m-2-pcie-3-0/
"SSD накопитель 480 GB Patriot P310, M.2, PCIe 3.0",18 990 ₸,SSD диски,https://shop.kz/offer/ssd-nakopitel-480-gb-patriot-p310-m-2-pcie-3-0/
"SSD накопитель 240 GB Patriot P310, M.2, PCIe 3.0",11 590 ₸,SSD диски,https://shop.kz/offer/ssd-nakopitel-240-gb-patriot-p310-m-2-pcie-3-0/
"SSD накопитель 2 TB Kingston NV3, M.2, PCIe 4.0",72 990 ₸,SSD диски,https://shop.kz/offer/ssd-nakopitel-2-tb-kingston-nv3-m-2-pcie-4-0/
"SSD накопитель 1 TB Kingston NV3, M.2, PCIe 4.0",33 990 ₸,SSD диски,https://shop.kz/offer/ssd-nakopitel-1-tb-kingston-nv3-m-2-pcie-4-0/
"SSD накопитель 500 GB Kingston NV3, M.2, PCIe 4.0",26 990 ₸,SSD диски,https://shop.kz/offer/ssd-nakopitel-500-gb-kingston-nv3-m-2-pcie-4-0/
"SSD накопитель 2 TB Patriot P300, M.2, PCIe 3.0",73 990 ₸,SSD диски,https://shop.kz/offer/ssd-nakopitel-2-tb-patriot-p300-m-2-pcie-3-0/
"SSD накопитель 2 TB Patriot P210, 2.5"", SATA III",58 490 ₸,SSD диски,https://shop.kz/offer/ssd-nakopitel-2-tb-patriot-p210-2-5-sata-iii/
"SSD накопитель 1 TB Patriot Viper VP4300 Lite, M.2, PCIe 4.0",44 990 ₸,SSD диски,https://shop.kz/offer/ssd-nakopitel-1-tb-patriot-viper-vp4300-lite-m-2-pcie-4-0/
"SSD накопитель 1 TB Patriot VP4000 Mini, M.2, PCIe 4.0",48 990 ₸,SSD диски,https://shop.kz/offer/ssd-nakopitel-1-tb-patriot-vp4000-mini-m-2-pcie-4-0/
"SSD накопитель 1 TB Patriot Viper VP4300, M.2, PCIe 4.0",56 490 ₸,SSD диски,https://shop.kz/offer/ssd-nakopitel-1-tb-patriot-viper-vp4300-m-2-pcie-4-0/
"SSD накопитель 128 GB Patriot P220, 2.5"", SATA III",7 290 ₸,SSD диски,https://shop.kz/offer/ssd-nakopitel-128-gb-patriot-p220-2-5-sata-iii/
"SSD накопитель 500 GB Apacer AS2280Q4, M.2, PCIe 4.0",27 500 ₸,SSD диски,https://shop.kz/offer/ssd-nakopitel-500-gb-apacer-as2280q4-m-2-pcie-4-0/
"SSD накопитель 2 TB Apacer AS2280Q4, M.2, PCIe 4.0",78 490 ₸,SSD диски,https://shop.kz/offer/ssd-nakopitel-2-tb-apacer-as2280q4-m-2-pcie-4-0/
"SSD накопитель 512 GB Team Group CX2, 2.5"", SATA III",17 990 ₸,SSD диски,https://shop.kz/offer/ssd-nakopitel-512-gb-team-group-cx2-2-5-sata-iii/
"SSD накопитель 1 TB Team Group CX2, 2.5"", SATA III",31 490 ₸,SSD диски,https://shop.kz/offer/ssd-nakopitel-1-tb-team-group-cx2-2-5-sata-iii/
"SSD накопитель 1 TB AMD Radeon R5, 2.5"", SATA III",39 990 ₸,SSD диски,https://shop.kz/offer/ssd-nakopitel-1-tb-amd-radeon-r5-2-5-sata-iii/
"SSD накопитель 1 TB AMD Radeon R5, M.2, SATA III",31 090 ₸,SSD диски,https://shop.kz/offer/ssd-nakopitel-1-tb-amd-radeon-r5-m-2-sata-iii/
"SSD накопитель 512 GB AMD Radeon R5, M.2, SATA III",16 900 ₸,SSD диски,https://shop.kz/offer/ssd-nakopitel-512-gb-amd-radeon-r5-m-2-sata-iii/
"SSD накопитель 256 GB AMD Radeon R5, M.2, SATA III",9 790 ₸,SSD диски,https://shop.kz/offer/ssd-nakopitel-256-gb-amd-radeon-r5-m-2-sata-iii/
"SSD накопитель 512 GB AMD Radeon R7, M.2, PCIe 4.0",26 900 ₸,SSD диски,https://shop.kz/offer/ssd-nakopitel-512-gb-amd-radeon-r7-m-2-pcie-4-0/
"SSD накопитель 256 GB Team Group MP33, M.2, PCIe 3.0",12 490 ₸,SSD диски,https://shop.kz/offer/ssd-nakopitel-256-gb-team-group-mp33-m-2-pcie-3-0/
"SSD накопитель 4TB MSI Spatium M480 PRO, M.2, PCIe 4.0",202 990 ₸,SSD диски,https://shop.kz/offer/ssd-nakopitel-4tb-msi-spatium-m480-pro-m-2-pcie-4-0/
"SSD накопитель 2 TB MSI Spatium M570 HS, M.2, PCIe 5.0",152 590 ₸,SSD диски,https://shop.kz/offer/ssd-nakopitel-2-tb-msi-spatium-m570-hs-m-2-pcie-5-0/
"SSD накопитель 2 TB MSI Spatium M570 PRO Frozr, M.2, PCIe 5.0",161 590 ₸,SSD диски,https://shop.kz/offer/ssd-nakopitel-2-tb-msi-spatium-m570-pro-frozr-m-2-pcie-5-0/
"SSD накопитель 4 TB MSI Spatium M580 Frozr, M.2, PCIe 5.0",327 990 ₸,SSD диски,https://shop.kz/offer/ssd-nakopitel-4-tb-msi-spatium-m580-frozr-m-2-pcie-5-0/
"SSD накопитель 2 TB MSI Spatium M580 Frozr, M.2, PCIe 5.0",187 990 ₸,SSD диски,https://shop.kz/offer/ssd-nakopitel-2-tb-msi-spatium-m580-frozr-m-2-pcie-5-0/
"SSD накопитель 2TB MSI Spatium M480 PRO, M.2, PCIe 4.0",100 590 ₸,SSD диски,https://shop.kz/offer/ssd-nakopitel-2tb-msi-spatium-m480-pro-m-2-pcie-4-0/
"SSD накопитель 2 TB MSI Spatium M482, M.2, PCIe 4.0",87 990 ₸,SSD диски,https://shop.kz/offer/ssd-nakopitel-2-tb-msi-spatium-m482-m-2-pcie-4-0/
"SSD накопитель 512 GB ADATA XPG Gammix S55, M.2, PCIe 4.0",31 990 ₸,SSD диски,https://shop.kz/offer/ssd-nakopitel-512-gb-adata-xpg-gammix-s55-m-2-pcie-4-0/
"SSD накопитель 512 GB ADATA Legend 850, M.2, PCIe 4.0",26 990 ₸,SSD диски,https://shop.kz/offer/ssd-nakopitel-512-gb-adata-legend-850-m-2-pcie-4-0/
"SSD накопитель 512 GB ADATA Legend 710, M.2, PCIe 3.0",19 990 ₸,SSD диски,https://shop.kz/offer/ssd-nakopitel-512-gb-adata-legend-710-m-2-pcie-3-0/
"SSD накопитель 500 GB Gigabyte Gen4 4000E, M.2, PCIe 4.0",22 600 ₸,SSD диски,https://shop.kz/offer/ssd-nakopitel-500-gb-gigabyte-gen4-4000e-m-2-pcie-4-0/
"SSD накопитель 1 TB Gigabyte Gen4 4000E, M.2, PCIe 4.0",45 990 ₸,SSD диски,https://shop.kz/offer/ssd-nakopitel-1-tb-gigabyte-gen4-4000e-m-2-pcie-4-0/
"SSD накопитель 2 TB Samsung PM9A1a, M.2, PCIe 4.0, OEM",129 990 ₸,SSD диски,https://shop.kz/offer/ssd-nakopitel-2-tb-samsung-pm9a1a-m-2-pcie-4-0-oem/
"SSD накопитель 1 TB Samsung PM9A1 M.2, PCIe 4.0, OEM",75 900 ₸,SSD диски,https://shop.kz/offer/ssd-nakopitel-1-tb-samsung-pm9a1-m-2-pcie-4-0-oem/
"SSD накопитель 2 TB Samsung 990 EVO, M.2, PCIe 4.0",89 990 ₸,SSD диски,https://shop.kz/offer/ssd-nakopitel-2-tb-samsung-990-evo-m-2-pcie-4-0/
"SSD накопитель 1 TB Samsung 990 EVO, M.2, PCIe 4.0",55 590 ₸,SSD диски,https://shop.kz/offer/ssd-nakopitel-1-tb-samsung-990-evo-m-2-pcie-4-0/
"SSD накопитель 500 GB Western Digital Blue SN580, M.2, PCIe 4.0",32 990 ₸,SSD диски,https://shop.kz/offer/ssd-nakopitel-500-gb-western-digital-blue-sn580-m-2-pcie-4-0/
"SSD накопитель 500 GB Western Digital Black SN750 SE, M.2, PCIe 4.0",31 590 ₸,SSD диски,https://shop.kz/offer/ssd-nakopitel-500-gb-western-digital-black-sn750-se-m-2-pcie-4-0/
"SSD накопитель 2 TB Apacer AS2280Q4U, M.2, PCIe 4.0",94 490 ₸,SSD диски,https://shop.kz/offer/ssd-nakopitel-2-tb-apacer-as2280q4u-m-2-pcie-4-0/
"SSD накопитель 1 TB Apacer AS2280Q4U, M.2, PCIe 4.0",49 990 ₸,SSD диски,https://shop.kz/offer/ssd-nakopitel-1-tb-apacer-as2280q4u-m-2-pcie-4-0/
"SSD накопитель 2 TB Apacer AS2280F4, M.2, PCIe 5.0",190 990 ₸,SSD диски,https://shop.kz/offer/ssd-nakopitel-2-tb-apacer-as2280f4-m-2-pcie-5-0/
"SSD накопитель 1 TB Apacer AS2280F4, M.2, PCIe 5.0",105 990 ₸,SSD диски,https://shop.kz/offer/ssd-nakopitel-1-tb-apacer-as2280f4-m-2-pcie-5-0/
"SSD накопитель 960 GB Mr.Pixel MPSL960GB, 2.5"", SATA III",29 990 ₸,SSD диски,https://shop.kz/offer/ssd-nakopitel-960-gb-mr-pixel-mpsl960gb-2-5-sata-iii/
"SSD накопитель 120 GB Patriot Burst Elite, 2.5"", SATA III",6 590 ₸,SSD диски,https://shop.kz/offer/ssd-nakopitel-120-gb-patriot-burst-elite-2-5-sata-iii/
"SSD накопитель 2 TB Gigabyte Aorus 7300, M.2, PCIe 4.0",102 990 ₸,SSD диски,https://shop.kz/offer/ssd-nakopitel-2-tb-gigabyte-aorus-7300-m-2-pcie-4-0/
"SSD накопитель 512 GB GeiL P3L (P3LFD16I512D), M.2, PCIe 3.0",20 990 ₸,SSD диски,https://shop.kz/offer/ssd-nakopitel-512-gb-geil-p3l-p3lfd16i512d-m-2-pcie-3-0/
"SSD накопитель 1 TB Patriot P300, M.2, PCIe 3.0",30 290 ₸,SSD диски,https://shop.kz/offer/ssd-nakopitel-1-tb-patriot-p300-m-2-pcie-3-0/
"SSD накопитель 512 GB Patriot P220, 2.5"", SATA III",16 990 ₸,SSD диски,https://shop.kz/offer/ssd-nakopitel-512-gb-patriot-p220-2-5-sata-iii/
"SSD накопитель 256 GB Patriot P220, 2.5"", SATA III",10 290 ₸,SSD диски,https://shop.kz/offer/ssd-nakopitel-256-gb-patriot-p220-2-5-sata-iii/
"SSD накопитель 1 TB Patriot P220, 2.5"", SATA III",32 300 ₸,SSD диски,https://shop.kz/offer/ssd-nakopitel-1-tb-patriot-p220-2-5-sata-iii/
"SSD накопитель 480 GB PNY CS900, 2.5"", SATA III",16 990 ₸,SSD диски,https://shop.kz/offer/ssd-nakopitel-480-gb-pny-cs900-2-5-sata-iii/
"SSD накопитель 4 TB MSI Spatium M461, M.2, PCIe 4.0",193 590 ₸,SSD диски,https://shop.kz/offer/ssd-nakopitel-4-tb-msi-spatium-m461-m-2-pcie-4-0/
"SSD накопитель 1 TB MSI Spatium M460, M.2, PCIe 4.0",52 490 ₸,SSD диски,https://shop.kz/offer/ssd-nakopitel-1-tb-msi-spatium-m460-m-2-pcie-4-0/
"SSD накопитель 240 GB Afox SD250, 2.5"", SATA III",10 700 ₸,SSD диски,https://shop.kz/offer/ssd-nakopitel-240-gb-afox-sd250-2-5-sata-iii/
"SSD накопитель 512 GB Samsung PM9A1a, M.2, PCIe 4.0, OEM",44 990 ₸,SSD диски,https://shop.kz/offer/ssd-nakopitel-512-gb-samsung-pm9a1a-m-2-pcie-4-0-oem/
